event_type,start_date,end_date,depth,EVENT_NUMBER,EVENT_CAT,EVENT_DURATION,EVENT_ONSET_RATE,EVENT_DECLINE_RATE,EVENT_INTENSITY_MEAN,EVENT_INTENSITY_MAX,EVENT_INTENSITY_VAR,EVENT_INTENSITY_CUMULATIVE,EVENT_INTENSITY_MEAN_RELPERC,EVENT_INTENSITY_MAX_RELPERC,EVENT_INTENSITY_VAR_RELPERC,EVENT_INTENSITY_CUMULATIVE_RELPERC
MCS,2011-10-21 12:00:00,2011-10-25 12:00:00,50,6.0,1.0,5.0,-0.101,-0.199,-1.534,-1.673,0.094,-7.67,-0.115,-0.255,0.094,-0.574
MCS,2018-11-02 12:00:00,2018-11-06 12:00:00,50,7.0,1.0,5.0,-0.283,-0.218,-1.561,-1.793,0.129,-7.807,-0.243,-0.46,0.116,-1.216
MCS,2018-12-28 12:00:00,2019-01-05 12:00:00,50,8.0,1.0,9.0,-0.05,-0.243,-1.935,-2.069,0.069,-17.412,-0.163,-0.299,0.069,-1.463
MCS,2022-01-28 12:00:00,2022-02-02 12:00:00,50,9.0,1.0,6.0,-0.736,-0.47,-2.357,-2.789,0.435,-14.142,-0.793,-1.241,0.441,-4.761
MCS,2022-04-27 12:00:00,2022-05-05 12:00:00,50,10.0,1.0,9.0,-0.106,-1.249,-2.135,-2.484,0.269,-19.219,-0.694,-1.172,0.307,-6.242
MCS,2022-05-09 12:00:00,2022-05-17 12:00:00,50,11.0,1.0,9.0,-0.389,-0.196,-1.448,-2.145,0.274,-13.03,-0.311,-0.985,0.271,-2.795
MHW,2010-05-18 12:00:00,2010-05-24 12:00:00,59,1.0,3.0,7.0,3.834,0.371,2.329,3.834,0.758,16.304,1.256,2.761,0.758,8.793
MHW,2010-06-04 12:00:00,2010-06-12 12:00:00,59,2.0,2.0,9.0,0.363,0.196,1.576,2.301,0.392,14.182,0.578,1.309,0.391,5.206
MHW,2010-11-02 12:00:00,2010-11-07 12:00:00,59,3.0,1.0,6.0,0.484,0.728,1.973,2.786,0.438,11.838,0.513,1.333,0.442,3.076
MHW,2011-05-03 12:00:00,2011-05-10 12:00:00,59,4.0,1.0,8.0,0.491,0.224,1.763,2.123,0.26,14.103,0.5,0.814,0.298,4.001
MHW,2011-07-20 12:00:00,2011-07-24 12:00:00,59,5.0,1.0,5.0,0.978,0.316,1.818,2.481,0.415,9.088,0.533,1.202,0.417,2.664
MHW,2012-07-30 12:00:00,2012-08-03 12:00:00,59,6.0,1.0,5.0,1.315,0.153,1.504,1.659,0.083,7.519,0.263,0.403,0.073,1.315
MHW,2012-08-10 12:00:00,2012-08-15 12:00:00,59,7.0,1.0,6.0,0.618,0.204,1.327,1.578,0.148,7.961,0.158,0.412,0.15,0.945
MHW,2013-02-01 12:00:00,2013-02-06 12:00:00,59,8.0,3.0,6.0,1.258,1.043,3.545,4.814,1.243,21.271,1.976,3.245,1.242,11.857
MHW,2013-03-30 12:00:00,2013-04-09 12:00:00,59,9.0,1.0,11.0,0.205,0.236,2.757,3.27,0.355,30.323,0.871,1.385,0.349,9.58
MHW,2013-04-19 12:00:00,2013-05-06 12:00:00,59,10.0,1.0,18.0,0.076,0.245,2.005,2.526,0.297,36.09,0.538,1.132,0.289,9.689
MHW,2013-06-25 12:00:00,2013-07-03 12:00:00,59,11.0,1.0,9.0,0.143,0.197,1.461,1.876,0.242,13.147,0.311,0.707,0.229,2.797
MHW,2013-10-29 12:00:00,2013-11-06 12:00:00,59,12.0,2.0,9.0,0.285,0.79,2.964,3.729,0.445,26.676,1.477,2.265,0.447,13.29
MHW,2014-05-04 12:00:00,2014-05-14 12:00:00,59,13.0,3.0,11.0,0.62,0.509,2.491,4.367,0.793,27.399,1.291,3.153,0.787,14.203
MHW,2014-06-15 12:00:00,2014-06-23 12:00:00,59,14.0,2.0,9.0,0.836,0.225,1.891,2.612,0.478,17.018,0.832,1.578,0.495,7.484
MHW,2014-09-03 12:00:00,2014-09-11 12:00:00,59,15.0,1.0,9.0,0.529,0.107,1.585,1.708,0.082,14.266,0.259,0.418,0.084,2.335
MHW,2014-09-18 12:00:00,2014-09-25 12:00:00,59,16.0,1.0,8.0,0.21,2.326,1.694,2.326,0.255,13.553,0.341,0.986,0.263,2.729
MHW,2014-10-15 12:00:00,2014-10-23 12:00:00,59,17.0,1.0,9.0,1.311,0.136,2.205,2.627,0.289,19.843,0.703,1.168,0.316,6.33
MHW,2015-01-29 12:00:00,2015-02-06 12:00:00,59,18.0,3.0,9.0,0.743,1.18,4.017,5.531,1.134,36.157,2.444,3.962,1.133,21.993
MHW,2015-04-09 12:00:00,2015-04-16 12:00:00,59,19.0,1.0,8.0,0.374,0.151,2.368,2.556,0.204,18.941,0.572,0.705,0.172,4.573
MHW,2015-04-20 12:00:00,2015-04-30 12:00:00,59,20.0,1.0,11.0,0.192,0.083,1.808,2.09,0.214,19.891,0.294,0.53,0.165,3.236
MHW,2015-06-02 12:00:00,2015-06-06 12:00:00,59,21.0,1.0,5.0,0.146,0.186,1.308,1.46,0.104,6.539,0.32,0.473,0.103,1.601
MHW,2015-09-08 12:00:00,2015-10-01 12:00:00,59,22.0,2.0,24.0,0.144,0.315,2.442,3.815,0.845,58.597,1.075,2.475,0.853,25.811
MHW,2015-10-06 12:00:00,2015-10-16 12:00:00,59,23.0,2.0,11.0,1.21,0.189,2.142,3.044,0.491,23.566,0.658,1.553,0.489,7.238
MHW,2016-05-19 12:00:00,2016-06-05 12:00:00,59,24.0,1.0,18.0,0.443,0.067,1.712,2.148,0.262,30.817,0.686,1.073,0.254,12.344
MHW,2016-06-27 12:00:00,2016-07-15 12:00:00,59,25.0,2.0,19.0,0.234,0.112,2.044,2.795,0.348,38.835,0.809,1.59,0.353,15.375
MHW,2016-07-31 12:00:00,2016-08-19 12:00:00,59,26.0,2.0,20.0,0.127,0.194,2.036,2.634,0.469,40.719,0.844,1.466,0.472,16.872
MHW,2016-08-24 12:00:00,2016-08-28 12:00:00,59,27.0,1.0,5.0,0.349,0.499,2.104,2.38,0.21,10.522,0.852,1.123,0.21,4.261
MHW,2016-09-23 12:00:00,2016-09-28 12:00:00,59,28.0,1.0,6.0,0.264,0.587,1.901,2.52,0.3,11.404,0.554,1.169,0.295,3.327
MHW,2016-10-23 12:00:00,2016-10-30 12:00:00,59,29.0,2.0,8.0,0.704,0.281,2.527,3.17,0.547,20.22,0.983,1.62,0.538,7.866
MHW,2017-02-16 12:00:00,2017-02-20 12:00:00,59,30.0,1.0,5.0,0.377,0.127,1.926,2.222,0.167,9.628,0.197,0.525,0.196,0.983
MHW,2017-06-20 12:00:00,2017-08-11 12:00:00,59,31.0,2.0,53.0,0.113,0.031,1.707,2.458,0.301,90.46,0.486,1.277,0.311,25.735
MHW,2017-08-27 12:00:00,2017-09-09 12:00:00,59,32.0,1.0,14.0,0.1,0.362,1.753,2.245,0.288,24.536,0.459,0.924,0.271,6.425
MHW,2018-01-14 12:00:00,2018-01-20 12:00:00,59,33.0,2.0,7.0,1.347,0.614,4.306,4.911,0.755,30.143,2.655,3.248,0.751,18.584
MHW,2019-03-16 12:00:00,2019-03-20 12:00:00,59,34.0,2.0,5.0,1.139,1.483,4.183,5.347,1.101,20.913,2.081,3.237,1.086,10.404
MHW,2019-05-31 12:00:00,2019-06-07 12:00:00,59,35.0,2.0,8.0,0.256,0.328,1.347,2.144,0.41,10.774,0.359,1.157,0.409,2.876
MHW,2019-06-17 12:00:00,2019-06-22 12:00:00,59,36.0,1.0,6.0,0.169,1.059,1.688,2.018,0.209,10.127,0.621,0.939,0.203,3.729
MHW,2020-11-06 12:00:00,2020-11-13 12:00:00,59,37.0,2.0,8.0,0.299,0.497,2.467,3.215,0.444,19.734,1.035,1.784,0.443,8.277
MHW,2020-12-10 12:00:00,2020-12-15 12:00:00,59,38.0,1.0,6.0,0.417,0.26,2.083,2.45,0.199,12.5,0.637,1.007,0.202,3.822
MHW,2021-04-16 12:00:00,2021-04-20 12:00:00,59,39.0,1.0,5.0,0.938,0.249,2.106,2.406,0.237,10.528,0.444,0.694,0.203,2.22
MHW,2021-09-17 12:00:00,2021-09-30 12:00:00,59,40.0,1.0,14.0,0.075,0.119,1.717,1.983,0.167,24.044,0.359,0.645,0.176,5.03
MHW,2022-03-30 12:00:00,2022-04-09 12:00:00,59,41.0,2.0,11.0,0.778,0.543,3.681,4.974,0.941,40.495,1.796,3.088,0.942,19.753
MHW,2022-06-08 12:00:00,2022-06-14 12:00:00,59,42.0,1.0,7.0,0.644,0.075,1.224,1.508,0.154,8.569,0.218,0.511,0.16,1.529
MHW,2022-06-27 12:00:00,2022-07-19 12:00:00,59,43.0,1.0,23.0,0.284,0.042,1.835,2.292,0.263,42.216,0.59,1.139,0.288,13.563
MHW,2022-08-28 12:00:00,2022-09-08 12:00:00,59,44.0,1.0,12.0,0.073,1.033,1.734,2.038,0.209,20.804,0.441,0.704,0.197,5.294
MHW,2022-09-24 12:00:00,2022-10-21 12:00:00,59,45.0,1.0,28.0,0.169,0.047,1.868,2.583,0.319,52.302,0.421,1.193,0.343,11.78
MHW,2022-11-27 12:00:00,2022-12-02 12:00:00,59,46.0,1.0,6.0,0.08,0.658,1.616,1.719,0.086,9.695,0.273,0.359,0.091,1.636
MHW,2023-04-21 12:00:00,2023-04-26 12:00:00,59,47.0,1.0,6.0,0.763,0.467,2.53,3.053,0.357,15.178,0.975,1.464,0.339,5.852
MHW,2023-05-02 12:00:00,2023-05-14 12:00:00,59,48.0,2.0,13.0,0.455,0.174,2.082,2.659,0.362,27.06,0.829,1.29,0.327,10.778
MHW,2023-05-20 12:00:00,2023-05-25 12:00:00,59,49.0,1.0,6.0,0.049,0.324,1.227,1.339,0.069,7.362,0.154,0.27,0.07,0.923
MHW,2023-09-04 12:00:00,2023-09-10 12:00:00,59,50.0,1.0,7.0,0.295,0.106,1.766,2.063,0.208,12.363,0.451,0.761,0.205,3.158
MHW,2023-10-16 12:00:00,2023-10-21 12:00:00,59,51.0,1.0,6.0,0.753,0.234,2.037,2.601,0.317,12.223,0.552,1.131,0.326,3.309
MHW,2023-11-02 12:00:00,2023-11-06 12:00:00,59,52.0,1.0,5.0,0.141,0.436,2.043,2.191,0.121,10.215,0.568,0.727,0.117,2.841
MHW,2023-11-15 12:00:00,2023-11-19 12:00:00,59,53.0,1.0,5.0,0.321,0.921,2.138,2.573,0.335,10.692,0.739,1.185,0.334,3.694
MCS,2010-03-19 12:00:00,2010-03-23 12:00:00,59,1.0,1.0,5.0,-0.195,-0.138,-1.88,-2.043,0.102,-9.401,-0.166,-0.334,0.105,-0.828
MCS,2010-11-24 12:00:00,2010-12-15 12:00:00,59,2.0,1.0,22.0,-0.076,-0.185,-1.909,-2.449,0.301,-41.991,-0.604,-1.074,0.264,-13.292
MCS,2011-01-14 12:00:00,2011-01-18 12:00:00,59,3.0,1.0,5.0,-0.22,-0.213,-1.909,-2.076,0.163,-9.544,-0.47,-0.637,0.163,-2.35
MCS,2018-12-28 12:00:00,2019-01-01 12:00:00,59,4.0,1.0,5.0,-0.18,-0.03,-1.607,-1.656,0.027,-8.033,-0.068,-0.113,0.024,-0.342
MCS,2022-01-14 12:00:00,2022-01-18 12:00:00,59,5.0,1.0,5.0,-0.205,-0.455,-1.738,-1.978,0.179,-8.692,-0.3,-0.539,0.179,-1.499
MCS,2022-01-28 12:00:00,2022-02-02 12:00:00,59,6.0,1.0,6.0,-0.676,-0.382,-2.202,-2.573,0.423,-13.211,-0.829,-1.211,0.428,-4.973
MCS,2022-04-17 12:00:00,2022-04-21 12:00:00,59,7.0,1.0,5.0,-0.724,-0.206,-2.101,-2.432,0.292,-10.505,-0.382,-0.679,0.271,-1.911
MCS,2022-04-26 12:00:00,2022-05-05 12:00:00,59,8.0,1.0,10.0,-0.208,-0.156,-2.31,-2.558,0.219,-23.102,-0.811,-1.059,0.26,-8.107
MCS,2022-05-10 12:00:00,2022-05-19 12:00:00,59,9.0,1.0,10.0,-0.458,-0.137,-1.348,-1.976,0.244,-13.484,-0.209,-0.783,0.218,-2.093
MHW,2010-01-25 12:00:00,2010-01-29 12:00:00,75,1.0,1.0,5.0,0.542,0.2,1.854,2.107,0.169,9.271,0.382,0.658,0.193,1.909
MHW,2010-05-13 12:00:00,2010-05-19 12:00:00,75,2.0,2.0,7.0,1.829,0.45,2.542,3.44,0.844,17.794,1.393,2.281,0.845,9.753
MHW,2010-06-11 12:00:00,2010-06-15 12:00:00,75,3.0,1.0,5.0,0.34,0.133,1.172,1.431,0.137,5.858,0.179,0.438,0.137,0.897
MHW,2013-02-01 12:00:00,2013-02-06 12:00:00,75,4.0,3.0,6.0,1.628,1.285,3.63,5.291,1.554,21.78,2.134,3.79,1.553,12.804
MHW,2013-03-30 12:00:00,2013-04-09 12:00:00,75,5.0,2.0,11.0,0.8,0.175,2.755,3.38,0.436,30.302,1.049,1.697,0.446,11.541
MHW,2013-04-19 12:00:00,2013-05-07 12:00:00,75,6.0,2.0,19.0,0.818,0.123,2.423,3.389,0.599,46.046,0.901,1.72,0.564,17.115
MHW,2013-12-08 12:00:00,2013-12-21 12:00:00,75,7.0,2.0,14.0,0.159,0.394,2.152,2.915,0.451,30.122,0.742,1.466,0.442,10.391
MHW,2014-05-04 12:00:00,2014-05-13 12:00:00,75,8.0,3.0,10.0,0.672,0.506,2.395,4.238,0.908,23.95,1.101,2.938,0.905,11.009
MHW,2014-06-15 12:00:00,2014-06-20 12:00:00,75,9.0,2.0,6.0,0.48,0.368,1.923,2.392,0.428,11.54,0.933,1.401,0.429,5.595
MHW,2014-08-29 12:00:00,2014-10-04 12:00:00,75,10.0,1.0,37.0,0.042,0.157,1.869,2.548,0.254,69.167,0.429,1.135,0.26,15.856
MHW,2014-10-15 12:00:00,2014-10-20 12:00:00,75,11.0,2.0,6.0,0.565,0.344,2.514,2.987,0.512,15.083,1.097,1.57,0.513,6.58
MHW,2014-11-14 12:00:00,2014-11-29 12:00:00,75,12.0,1.0,16.0,0.202,0.128,1.826,2.508,0.268,29.221,0.539,1.196,0.266,8.63
MHW,2015-01-30 12:00:00,2015-02-07 12:00:00,75,13.0,4.0,9.0,0.849,1.042,3.649,6.122,1.461,32.837,2.147,4.621,1.451,19.327
MHW,2015-04-09 12:00:00,2015-04-15 12:00:00,75,14.0,2.0,7.0,0.955,0.361,3.143,3.614,0.447,22.0,1.383,1.862,0.448,9.681
MHW,2015-04-20 12:00:00,2015-04-30 12:00:00,75,15.0,1.0,11.0,0.764,0.146,2.662,3.041,0.34,29.277,1.087,1.397,0.297,11.955
MHW,2015-05-04 12:00:00,2015-05-17 12:00:00,75,16.0,1.0,14.0,0.525,0.067,1.528,1.768,0.114,21.386,0.276,0.345,0.099,3.857
MHW,2015-06-01 12:00:00,2015-06-05 12:00:00,75,17.0,1.0,5.0,0.167,0.157,1.243,1.411,0.101,6.214,0.269,0.442,0.103,1.347
MHW,2015-09-07 12:00:00,2015-09-15 12:00:00,75,18.0,1.0,9.0,0.148,0.41,1.933,2.263,0.184,17.401,0.449,0.753,0.173,4.045
MHW,2015-09-22 12:00:00,2015-09-29 12:00:00,75,19.0,2.0,8.0,0.597,0.831,3.143,4.064,0.986,25.14,1.732,2.667,0.99,13.854
MHW,2015-12-08 12:00:00,2015-12-17 12:00:00,75,20.0,1.0,10.0,0.092,0.888,1.88,2.306,0.242,18.804,0.502,0.857,0.217,5.024
MHW,2016-03-06 12:00:00,2016-03-16 12:00:00,75,21.0,1.0,11.0,0.214,0.44,2.377,3.037,0.297,26.143,0.737,1.36,0.278,8.109
MHW,2016-04-07 12:00:00,2016-04-15 12:00:00,75,22.0,1.0,9.0,0.328,0.326,2.198,2.484,0.216,19.779,0.443,0.716,0.211,3.985
MHW,2016-05-15 12:00:00,2016-06-05 12:00:00,75,23.0,2.0,22.0,0.203,0.101,1.787,2.636,0.403,39.31,0.724,1.508,0.401,15.926
MHW,2016-07-01 12:00:00,2016-07-15 12:00:00,75,24.0,2.0,15.0,0.203,0.188,1.919,2.733,0.447,28.792,0.744,1.562,0.448,11.162
MHW,2016-08-03 12:00:00,2016-08-07 12:00:00,75,25.0,2.0,5.0,0.727,0.291,2.154,2.493,0.281,10.769,0.963,1.298,0.279,4.815
MHW,2016-08-10 12:00:00,2016-08-18 12:00:00,75,26.0,1.0,9.0,0.247,0.263,1.815,2.362,0.419,16.334,0.622,1.18,0.417,5.6
MHW,2016-09-23 12:00:00,2016-09-28 12:00:00,75,27.0,1.0,6.0,1.295,0.159,1.7,2.009,0.233,10.202,0.291,0.575,0.216,1.749
MHW,2016-10-10 12:00:00,2016-10-15 12:00:00,75,28.0,1.0,6.0,0.312,0.106,1.97,2.121,0.124,11.82,0.529,0.665,0.126,3.172
MHW,2016-10-22 12:00:00,2016-10-29 12:00:00,75,29.0,1.0,8.0,0.437,0.32,2.262,2.9,0.475,18.094,0.797,1.442,0.474,6.379
MHW,2017-02-02 12:00:00,2017-02-06 12:00:00,75,30.0,1.0,5.0,0.161,0.134,1.644,1.793,0.089,8.221,0.153,0.301,0.084,0.767
MHW,2017-02-11 12:00:00,2017-02-22 12:00:00,75,31.0,1.0,12.0,0.232,0.213,2.345,2.889,0.389,28.14,0.85,1.393,0.368,10.199
MHW,2017-06-19 12:00:00,2017-07-27 12:00:00,75,32.0,2.0,39.0,0.1,0.032,1.652,2.243,0.319,64.444,0.5,1.123,0.333,19.494
MHW,2017-08-05 12:00:00,2017-08-11 12:00:00,75,33.0,1.0,7.0,0.283,0.205,1.988,2.329,0.195,13.913,0.808,1.151,0.191,5.659
MHW,2017-08-27 12:00:00,2017-09-15 12:00:00,75,34.0,1.0,20.0,0.111,0.111,2.047,2.69,0.39,40.941,0.606,1.236,0.381,12.119
MHW,2018-01-15 12:00:00,2018-01-19 12:00:00,75,35.0,3.0,5.0,1.06,1.298,4.606,5.351,0.864,23.032,3.136,3.881,0.861,15.679
MHW,2018-06-17 12:00:00,2018-06-22 12:00:00,75,36.0,1.0,6.0,0.383,0.102,1.298,1.555,0.159,7.788,0.304,0.565,0.158,1.821
MHW,2019-03-16 12:00:00,2019-03-20 12:00:00,75,37.0,2.0,5.0,1.915,0.97,3.195,4.919,1.072,15.974,1.513,3.243,1.075,7.567
MHW,2020-07-29 12:00:00,2020-08-05 12:00:00,75,38.0,1.0,8.0,0.111,0.043,1.336,1.466,0.069,10.685,0.124,0.241,0.059,0.992
MHW,2020-11-06 12:00:00,2020-11-12 12:00:00,75,39.0,2.0,7.0,0.523,0.813,2.276,3.308,0.659,15.934,0.883,1.922,0.668,6.181
MHW,2020-12-10 12:00:00,2020-12-15 12:00:00,75,40.0,1.0,6.0,0.582,0.436,2.127,2.718,0.461,12.764,0.753,1.355,0.467,4.517
MHW,2021-04-22 12:00:00,2021-04-29 12:00:00,75,41.0,1.0,8.0,0.136,0.313,1.944,2.321,0.249,15.554,0.381,0.775,0.25,3.047
MHW,2021-09-19 12:00:00,2021-09-30 12:00:00,75,42.0,1.0,12.0,0.093,0.194,1.902,2.299,0.235,22.824,0.475,0.901,0.238,5.704
MHW,2022-03-31 12:00:00,2022-04-08 12:00:00,75,43.0,3.0,9.0,1.659,0.712,4.056,5.804,1.369,36.506,2.354,4.122,1.38,21.183
MHW,2022-06-08 12:00:00,2022-06-14 12:00:00,75,44.0,1.0,7.0,0.207,0.131,1.341,1.555,0.146,9.388,0.348,0.563,0.146,2.437
MHW,2022-07-03 12:00:00,2022-07-17 12:00:00,75,45.0,2.0,15.0,0.623,0.11,1.826,2.532,0.345,27.385,0.637,1.385,0.356,9.548
MHW,2022-08-29 12:00:00,2022-09-08 12:00:00,75,46.0,1.0,11.0,0.393,0.123,2.077,2.304,0.227,22.851,0.654,0.904,0.23,7.195
MHW,2022-09-11 12:00:00,2022-10-26 12:00:00,75,47.0,2.0,46.0,0.081,0.056,2.053,2.953,0.303,94.439,0.611,1.566,0.337,28.092
MHW,2022-10-29 12:00:00,2022-11-13 12:00:00,75,48.0,1.0,16.0,0.097,0.099,1.779,2.213,0.196,28.456,0.351,0.771,0.189,5.609
MHW,2022-11-18 12:00:00,2022-12-04 12:00:00,75,49.0,1.0,17.0,0.063,0.136,1.904,2.229,0.222,32.37,0.634,0.981,0.231,10.777
MHW,2022-12-15 12:00:00,2022-12-22 12:00:00,75,50.0,2.0,8.0,0.393,0.792,3.222,3.818,0.657,25.775,1.75,2.325,0.659,14.0
MHW,2023-04-21 12:00:00,2023-04-25 12:00:00,75,51.0,1.0,5.0,0.255,2.233,2.105,2.483,0.362,10.524,0.483,0.902,0.38,2.414
MHW,2023-05-07 12:00:00,2023-05-13 12:00:00,75,52.0,2.0,7.0,1.037,0.372,2.492,3.225,0.561,17.441,1.214,1.894,0.529,8.497
MHW,2023-05-19 12:00:00,2023-05-25 12:00:00,75,53.0,1.0,7.0,0.21,0.163,1.533,1.761,0.197,10.728,0.407,0.632,0.198,2.851
MHW,2023-09-02 12:00:00,2023-09-10 12:00:00,75,54.0,1.0,9.0,0.062,0.689,1.682,1.941,0.155,15.137,0.242,0.476,0.147,2.177
MHW,2023-10-16 12:00:00,2023-10-20 12:00:00,75,55.0,1.0,5.0,0.574,0.191,1.946,2.271,0.207,9.729,0.53,0.855,0.21,2.649
MHW,2023-11-02 12:00:00,2023-11-06 12:00:00,75,56.0,1.0,5.0,0.834,0.133,1.705,1.955,0.146,8.527,0.246,0.484,0.138,1.229
MCS,1971-09-05 12:00:00,1971-09-09 12:00:00,75,1.0,1.0,5.0,-0.246,-1.96,-1.731,-1.96,0.13,-8.656,-0.354,-0.595,0.137,-1.771
MCS,2010-05-28 12:00:00,2010-06-01 12:00:00,75,2.0,1.0,5.0,-0.241,-0.241,-1.294,-1.62,0.204,-6.468,-0.303,-0.632,0.207,-1.513
MCS,2010-11-30 12:00:00,2010-12-14 12:00:00,75,3.0,1.0,15.0,-0.144,-0.191,-1.705,-2.131,0.275,-25.578,-0.567,-0.966,0.256,-8.512
MCS,2012-07-11 12:00:00,2012-07-16 12:00:00,75,4.0,1.0,6.0,-0.32,-0.062,-1.413,-1.63,0.154,-8.479,-0.255,-0.477,0.154,-1.53
MCS,2022-04-16 12:00:00,2022-05-11 12:00:00,75,5.0,2.0,26.0,-0.147,-0.141,-2.209,-3.14,0.523,-57.443,-0.712,-1.592,0.482,-18.507
MHW,2010-07-03 12:00:00,2010-07-10 12:00:00,98,1.0,1.0,8.0,0.116,0.253,1.403,1.687,0.199,11.221,0.353,0.634,0.2,2.827
MHW,2011-11-07 12:00:00,2011-11-11 12:00:00,98,2.0,1.0,5.0,0.222,0.21,1.386,1.489,0.06,6.931,0.265,0.377,0.066,1.324
MHW,2013-02-01 12:00:00,2013-02-05 12:00:00,98,3.0,2.0,5.0,0.926,0.744,2.704,3.366,0.824,13.522,1.462,2.128,0.826,7.308
MHW,2013-03-30 12:00:00,2013-04-09 12:00:00,98,4.0,2.0,11.0,1.18,0.236,2.536,3.781,0.526,27.891,0.901,2.114,0.508,9.91
MHW,2013-04-12 12:00:00,2013-04-24 12:00:00,98,5.0,2.0,13.0,0.296,0.692,2.518,4.176,0.892,32.74,0.955,2.645,0.92,12.414
MHW,2013-04-28 12:00:00,2013-05-06 12:00:00,98,6.0,2.0,9.0,0.442,0.327,2.45,3.286,0.54,22.049,1.055,1.881,0.555,9.498
MHW,2013-06-22 12:00:00,2013-07-03 12:00:00,98,7.0,1.0,12.0,0.686,0.075,1.575,1.848,0.214,18.9,0.521,0.794,0.215,6.247
MHW,2013-07-07 12:00:00,2013-07-14 12:00:00,98,8.0,1.0,8.0,0.081,1.844,1.456,1.621,0.138,11.651,0.411,0.579,0.141,3.286
MHW,2013-12-07 12:00:00,2013-12-19 12:00:00,98,9.0,2.0,13.0,0.238,0.898,1.895,3.142,0.83,24.633,0.825,2.033,0.817,10.73
MHW,2014-01-05 12:00:00,2014-01-17 12:00:00,98,10.0,2.0,13.0,0.236,0.232,1.964,2.595,0.296,25.526,0.691,1.305,0.29,8.977
MHW,2014-05-05 12:00:00,2014-05-10 12:00:00,98,11.0,2.0,6.0,0.847,0.606,2.354,3.222,0.581,14.122,1.053,1.912,0.57,6.317
MHW,2014-06-14 12:00:00,2014-06-19 12:00:00,98,12.0,2.0,6.0,0.324,0.451,1.831,2.163,0.275,10.986,0.765,1.099,0.277,4.59
MHW,2014-07-02 12:00:00,2014-07-09 12:00:00,98,13.0,1.0,8.0,0.119,0.218,1.449,1.669,0.178,11.596,0.399,0.623,0.18,3.191
MHW,2014-08-19 12:00:00,2014-08-31 12:00:00,98,14.0,1.0,13.0,0.065,0.345,1.807,2.205,0.211,23.497,0.369,0.729,0.212,4.799
MHW,2014-09-03 12:00:00,2014-09-29 12:00:00,98,15.0,2.0,27.0,0.683,0.06,2.307,2.999,0.411,62.299,0.853,1.517,0.403,23.036
MHW,2014-10-15 12:00:00,2014-10-31 12:00:00,98,16.0,2.0,17.0,1.884,0.115,1.962,3.097,0.49,33.346,0.676,1.728,0.46,11.486
MHW,2014-11-08 12:00:00,2014-11-25 12:00:00,98,17.0,2.0,18.0,0.104,0.171,1.59,2.287,0.3,28.619,0.518,1.228,0.317,9.315
MHW,2015-01-30 12:00:00,2015-02-03 12:00:00,98,18.0,3.0,5.0,0.592,2.692,2.692,3.869,0.868,13.458,1.453,2.631,0.869,7.265
MHW,2015-02-06 12:00:00,2015-02-14 12:00:00,98,19.0,1.0,9.0,0.179,0.136,1.953,2.278,0.167,17.576,0.646,0.989,0.188,5.816
MHW,2015-04-09 12:00:00,2015-04-13 12:00:00,98,20.0,2.0,5.0,1.77,0.88,3.245,4.479,0.79,16.226,1.629,2.868,0.792,8.147
MHW,2015-04-20 12:00:00,2015-04-29 12:00:00,98,21.0,2.0,10.0,1.558,0.294,3.115,3.906,0.673,31.154,1.636,2.389,0.65,16.356
MHW,2015-05-09 12:00:00,2015-05-16 12:00:00,98,22.0,1.0,8.0,0.101,0.339,1.822,2.135,0.204,14.578,0.605,0.943,0.193,4.84
MHW,2015-05-23 12:00:00,2015-06-05 12:00:00,98,23.0,1.0,14.0,0.058,0.332,1.293,1.783,0.198,18.106,0.229,0.738,0.213,3.205
MHW,2015-06-18 12:00:00,2015-06-23 12:00:00,98,24.0,1.0,6.0,0.181,0.136,1.316,1.525,0.141,7.895,0.263,0.475,0.144,1.578
MHW,2015-09-07 12:00:00,2015-09-15 12:00:00,98,25.0,1.0,9.0,0.26,0.209,2.319,2.613,0.25,20.872,0.839,1.139,0.249,7.553
MHW,2015-09-23 12:00:00,2015-09-28 12:00:00,98,26.0,3.0,6.0,1.259,0.95,3.063,4.638,1.091,18.378,1.657,3.242,1.086,9.941
MHW,2015-12-05 12:00:00,2015-12-18 12:00:00,98,27.0,2.0,14.0,0.154,0.343,1.976,2.545,0.387,27.657,0.91,1.51,0.394,12.743
MHW,2016-03-08 12:00:00,2016-03-18 12:00:00,98,28.0,1.0,11.0,0.287,0.375,2.646,3.561,0.527,29.105,0.811,1.721,0.527,8.923
MHW,2016-04-07 12:00:00,2016-04-15 12:00:00,98,29.0,1.0,9.0,0.293,0.245,2.251,2.588,0.279,20.256,0.636,0.967,0.275,5.721
MHW,2016-05-14 12:00:00,2016-06-05 12:00:00,98,30.0,2.0,23.0,0.087,0.198,1.843,2.682,0.507,42.38,0.741,1.625,0.501,17.053
MHW,2016-07-02 12:00:00,2016-07-11 12:00:00,98,31.0,2.0,10.0,0.214,0.353,1.583,2.24,0.347,15.83,0.534,1.188,0.346,5.337
MHW,2016-07-14 12:00:00,2016-07-19 12:00:00,98,32.0,1.0,6.0,0.177,1.698,1.305,1.435,0.117,7.832,0.253,0.37,0.118,1.519
