event_type,start_date,end_date,depth,EVENT_NUMBER,EVENT_CAT,EVENT_DURATION,EVENT_ONSET_RATE,EVENT_DECLINE_RATE,EVENT_INTENSITY_MEAN,EVENT_INTENSITY_MAX,EVENT_INTENSITY_VAR,EVENT_INTENSITY_CUMULATIVE,EVENT_INTENSITY_MEAN_RELPERC,EVENT_INTENSITY_MAX_RELPERC,EVENT_INTENSITY_VAR_RELPERC,EVENT_INTENSITY_CUMULATIVE_RELPERC
MHW,2016-10-10 12:00:00,2016-10-15 12:00:00,98,33.0,1.0,6.0,0.2,0.441,1.758,2.086,0.234,10.548,0.393,0.714,0.229,2.357
MHW,2016-10-21 12:00:00,2016-10-27 12:00:00,98,34.0,2.0,7.0,0.288,0.569,2.196,2.804,0.342,15.37,0.926,1.537,0.348,6.48
MHW,2017-01-25 12:00:00,2017-02-23 12:00:00,98,35.0,2.0,30.0,0.093,0.266,2.136,3.466,0.58,64.078,0.798,2.043,0.5,23.938
MHW,2017-06-08 12:00:00,2017-07-19 12:00:00,98,36.0,2.0,42.0,0.06,0.07,1.533,2.423,0.386,64.385,0.478,1.365,0.388,20.059
MHW,2017-08-05 12:00:00,2017-08-11 12:00:00,98,37.0,2.0,7.0,0.543,0.3,2.483,2.981,0.276,17.38,1.227,1.732,0.283,8.588
MHW,2017-08-26 12:00:00,2017-09-21 12:00:00,98,38.0,2.0,27.0,0.254,0.148,2.379,3.52,0.574,64.225,0.906,2.038,0.57,24.467
MHW,2018-05-12 12:00:00,2018-05-19 12:00:00,98,39.0,1.0,8.0,0.851,0.051,1.365,1.53,0.106,10.919,0.185,0.31,0.088,1.478
MHW,2018-06-18 12:00:00,2018-06-22 12:00:00,98,40.0,1.0,5.0,1.674,0.144,1.732,1.976,0.194,8.662,0.68,0.916,0.191,3.4
MHW,2019-03-15 12:00:00,2019-03-19 12:00:00,98,41.0,1.0,5.0,0.664,0.658,2.497,3.335,0.561,12.486,0.65,1.486,0.561,3.252
MHW,2019-07-13 12:00:00,2019-07-18 12:00:00,98,42.0,1.0,6.0,0.16,0.499,1.406,1.645,0.23,8.438,0.358,0.593,0.229,2.148
MHW,2019-09-08 12:00:00,2019-09-14 12:00:00,98,43.0,1.0,7.0,0.697,0.27,1.883,2.546,0.4,13.18,0.402,1.062,0.396,2.813
MHW,2019-10-19 12:00:00,2019-10-23 12:00:00,98,44.0,1.0,5.0,0.266,0.101,1.469,1.581,0.084,7.346,0.167,0.265,0.087,0.835
MHW,2020-12-09 12:00:00,2020-12-14 12:00:00,98,45.0,2.0,6.0,0.867,0.56,1.874,2.931,0.586,11.244,0.828,1.884,0.587,4.97
MHW,2021-04-17 12:00:00,2021-04-30 12:00:00,98,46.0,1.0,14.0,0.119,0.291,2.219,2.844,0.336,31.067,0.724,1.378,0.342,10.135
MHW,2021-05-17 12:00:00,2021-05-21 12:00:00,98,47.0,1.0,5.0,0.233,0.108,1.357,1.405,0.029,6.784,0.207,0.249,0.024,1.033
MHW,2021-06-19 12:00:00,2021-06-23 12:00:00,98,48.0,2.0,5.0,1.531,0.219,1.711,2.122,0.246,8.554,0.659,1.069,0.245,3.297
MHW,2021-12-11 12:00:00,2021-12-15 12:00:00,98,49.0,3.0,5.0,1.596,0.748,2.097,3.727,0.975,10.487,1.054,2.685,0.976,5.268
MHW,2022-04-01 12:00:00,2022-04-06 12:00:00,98,50.0,2.0,6.0,4.077,0.686,3.04,4.935,1.162,18.242,1.405,3.281,1.151,8.432
MHW,2022-06-08 12:00:00,2022-06-13 12:00:00,98,51.0,1.0,6.0,0.451,0.219,1.537,1.889,0.287,9.219,0.47,0.823,0.286,2.819
MHW,2022-08-26 12:00:00,2022-09-07 12:00:00,98,52.0,2.0,13.0,0.373,0.237,2.268,3.129,0.498,29.486,0.793,1.653,0.495,10.308
MHW,2022-09-11 12:00:00,2022-12-24 12:00:00,98,53.0,3.0,105.0,0.028,0.377,2.279,4.016,0.49,239.251,1.054,2.907,0.474,110.638
MHW,2023-06-22 12:00:00,2023-07-06 12:00:00,98,54.0,1.0,15.0,0.041,0.89,1.285,1.591,0.168,19.276,0.232,0.546,0.168,3.479
MHW,2023-08-24 12:00:00,2023-09-06 12:00:00,98,55.0,1.0,14.0,0.064,0.18,1.81,2.094,0.181,25.346,0.343,0.623,0.179,4.806
MHW,2023-10-17 12:00:00,2023-10-21 12:00:00,98,56.0,1.0,5.0,0.472,0.308,1.941,2.333,0.356,9.706,0.598,0.972,0.339,2.992
MHW,2023-11-16 12:00:00,2023-11-23 12:00:00,98,57.0,2.0,8.0,0.974,0.288,2.047,2.898,0.54,16.376,0.994,1.867,0.549,7.955
MCS,1971-09-03 12:00:00,1971-09-07 12:00:00,98,1.0,1.0,5.0,-0.09,-1.578,-1.445,-1.578,0.124,-7.227,-0.265,-0.415,0.136,-1.325
MCS,2010-04-21 12:00:00,2010-04-25 12:00:00,98,2.0,1.0,5.0,-0.167,-0.405,-2.113,-2.306,0.11,-10.564,-0.506,-0.721,0.115,-2.529
MCS,2010-05-29 12:00:00,2010-06-05 12:00:00,98,3.0,1.0,8.0,-0.277,-0.159,-1.829,-2.052,0.154,-14.636,-0.71,-0.94,0.162,-5.682
MCS,2010-11-09 12:00:00,2010-11-16 12:00:00,98,4.0,1.0,8.0,-0.232,-0.335,-1.577,-1.85,0.251,-12.617,-0.565,-0.853,0.262,-4.517
MCS,2010-12-01 12:00:00,2010-12-14 12:00:00,98,5.0,2.0,14.0,-0.107,-0.175,-1.409,-1.881,0.261,-19.722,-0.475,-0.971,0.274,-6.643
MCS,2012-07-09 12:00:00,2012-07-16 12:00:00,98,6.0,1.0,8.0,-0.311,-0.162,-1.66,-2.14,0.281,-13.28,-0.384,-0.853,0.27,-3.073
MCS,2013-07-16 12:00:00,2013-07-23 12:00:00,98,7.0,2.0,8.0,-0.582,-0.697,-2.615,-3.457,0.703,-20.916,-1.403,-2.259,0.712,-11.224
MCS,2016-04-28 12:00:00,2016-05-04 12:00:00,98,8.0,1.0,7.0,-0.257,-0.463,-2.081,-2.509,0.306,-14.564,-0.532,-0.944,0.289,-3.726
MCS,2018-10-17 12:00:00,2018-10-21 12:00:00,98,9.0,1.0,5.0,-0.132,-0.434,-1.439,-1.605,0.15,-7.197,-0.324,-0.489,0.149,-1.618
MCS,2019-04-21 12:00:00,2019-04-25 12:00:00,98,10.0,1.0,5.0,-0.118,-0.197,-1.944,-2.055,0.125,-9.719,-0.337,-0.47,0.141,-1.683
MCS,2021-01-03 12:00:00,2021-01-07 12:00:00,98,11.0,1.0,5.0,-0.232,-0.4,-1.427,-1.667,0.145,-7.137,-0.164,-0.381,0.134,-0.82
MCS,2021-01-10 12:00:00,2021-01-15 12:00:00,98,12.0,1.0,6.0,-0.244,-0.128,-1.661,-1.849,0.183,-9.965,-0.417,-0.6,0.197,-2.504
MCS,2022-01-22 12:00:00,2022-02-02 12:00:00,98,13.0,1.0,12.0,-0.121,-0.383,-1.848,-2.174,0.327,-22.171,-0.681,-1.015,0.328,-8.176
MCS,2022-04-15 12:00:00,2022-05-05 12:00:00,98,14.0,1.0,21.0,-0.089,-0.131,-2.189,-2.619,0.316,-45.959,-0.586,-1.038,0.32,-12.309
